时间 - Uca,Voltage [V] - Uca
27:47.8,0.0579785
27:47.8,0.0589425
27:47.8,0.0592638
27:47.8,0.0592638
27:47.8,0.0605492
27:47.8,0.0608705
27:47.8,0.0611919
27:47.8,0.0611919
27:47.8,0.0611919
27:47.8,0.0618345
27:47.8,0.0621559
27:47.8,0.0615132
27:47.8,0.0615132
27:47.8,0.0618345
27:47.8,0.0621559
27:47.8,0.0624772
27:47.8,0.0618345
27:47.8,0.0624772
27:47.8,0.0618345
27:47.8,0.0631199
27:47.8,0.0624772
27:47.8,0.0631199
27:47.8,0.0627985
27:47.8,0.0637626
27:47.8,0.0637626
27:47.8,0.0644052
27:47.8,0.0644052
27:47.8,0.0650479
27:47.8,0.0647266
27:47.8,0.0647266
27:47.8,0.0644052
27:47.8,0.0653692
27:47.8,0.0650479
27:47.8,0.0656906
27:47.8,0.0653692
27:47.8,0.0653692
27:47.8,0.0656906
27:47.8,0.0672973
27:47.8,0.0676186
27:47.8,0.0669759
27:47.8,0.0669759
27:47.8,0.0669759
27:47.8,0.0663333
27:47.8,0.0660119
27:47.8,0.0660119
27:47.8,0.0650479
27:47.8,0.0637626
27:47.8,0.0650479
27:47.8,0.0644052
27:47.8,0.0627985
27:47.8,0.0618345
27:47.8,0.0621559
27:47.8,0.0627985
27:47.8,0.0637626
27:47.8,0.0631199
27:47.8,0.0637626
27:47.8,0.0631199
27:47.8,0.0631199
27:47.8,0.0611919
27:47.8,0.0602278
27:47.8,0.0599065
27:47.8,0.0602278
27:47.8,0.0611919
27:47.8,0.0608705
27:47.8,0.0605492
27:47.8,0.0605492
27:47.8,0.0608705
27:47.8,0.0615132
27:47.8,0.0608705
27:47.8,0.0618345
27:47.8,0.0615132
27:47.8,0.0624772
27:47.8,0.0624772
27:47.8,0.0624772
27:47.8,0.0608705
27:47.8,0.0615132
27:47.8,0.0615132
27:47.8,0.0618345
27:47.8,0.0615132
27:47.8,0.0615132
27:47.8,0.0602278
27:47.8,0.0615132
27:47.8,0.0605492
27:47.8,0.0611919
27:47.8,0.0602278
27:47.8,0.0615132
27:47.8,0.0615132
27:47.8,0.0611919
27:47.8,0.0605492
27:47.8,0.0615132
27:47.8,0.0618345
27:47.8,0.0618345
27:47.8,0.0611919
27:47.8,0.0618345
27:47.8,0.0615132
27:47.8,0.0621559
27:47.8,0.0608705
27:47.8,0.0615132
27:47.8,0.0615132
27:47.8,0.0621559
27:47.8,0.0621559
27:47.8,0.0627985
27:47.8,0.0621559
27:47.8,0.0618345
27:47.8,0.0608705
27:47.8,0.0615132
27:47.8,0.0599065
27:47.8,0.0608705
27:47.8,0.0602278
27:47.8,0.0608705
27:47.8,0.0608705
27:47.8,0.0615132
27:47.8,0.0615132
27:47.8,0.0621559
27:47.8,0.0621559
27:47.8,0.0634412
27:47.8,0.0627985
27:47.8,0.0634412
27:47.8,0.0631199
27:47.9,0.0634412
27:47.9,0.0631199
27:47.9,0.0640839
27:47.9,0.0644052
27:47.9,0.0647266
27:47.9,0.0637626
27:47.9,0.0644052
27:47.9,0.0637626
27:47.9,0.0647266
27:47.9,0.0644052
27:47.9,0.0653692
27:47.9,0.0644052
27:47.9,0.0650479
27:47.9,0.0647266
27:47.9,0.0653692
27:47.9,0.0647266
27:47.9,0.0647266
27:47.9,0.0640839
27:47.9,0.0653692
27:47.9,0.0650479
27:47.9,0.0656906
27:47.9,0.0653692
27:47.9,0.0656906
27:47.9,0.0650479
27:47.9,0.0660119
27:47.9,0.0656906
27:47.9,0.0666546
27:47.9,0.0660119
27:47.9,0.0663333
27:47.9,0.0650479
27:47.9,0.0656906
27:47.9,0.0647266
27:47.9,0.0663333
27:47.9,0.0660119
27:47.9,0.0663333
27:47.9,0.0650479
27:47.9,0.0660119
27:47.9,0.0656906
27:47.9,0.0663333
27:47.9,0.0660119
27:47.9,0.0660119
27:47.9,0.0656906
27:47.9,0.0669759
27:47.9,0.0660119
27:47.9,0.0650479
27:47.9,0.0640839
27:47.9,0.0656906
27:47.9,0.0644052
27:47.9,0.0644052
27:47.9,0.0634412
27:47.9,0.0644052
27:47.9,0.0634412
27:47.9,0.0644052
27:47.9,0.0637626
27:47.9,0.0644052
27:47.9,0.0627985
27:47.9,0.0621559
27:47.9,0.0599065
27:47.9,0.0582998
27:47.9,0.0554078
27:47.9,0.0560504
27:47.9,0.0560504
27:47.9,0.0566931
27:47.9,0.0557291
27:47.9,0.0579785
27:47.9,0.0573358
27:47.9,0.0586212
27:47.9,0.0570145
27:47.9,0.0576571
27:47.9,0.0566931
27:47.9,0.0576571
27:47.9,0.0566931
27:47.9,0.0573358
27:47.9,0.0563718
27:47.9,0.0570145
27:47.9,0.0563718
27:47.9,0.0566931
27:47.9,0.0557291
27:47.9,0.0563718
27:47.9,0.0554078
27:47.9,0.0563718
27:47.9,0.0557291
27:47.9,0.0563718
27:47.9,0.0554078
27:47.9,0.0560504
27:47.9,0.0547651
27:47.9,0.0554078
27:47.9,0.0534797
27:47.9,0.0547651
27:47.9,0.0538011
27:47.9,0.0541224
27:47.9,0.0528371
27:47.9,0.0538011
27:47.9,0.0531584
27:47.9,0.0550864
27:47.9,0.0547651
27:47.9,0.0563718
27:47.9,0.0550864
27:47.9,0.0560504
27:47.9,0.0547651
27:47.9,0.0560504
27:47.9,0.0544438
27:47.9,0.0547651
27:47.9,0.0534797
27:47.9,0.0544438
27:47.9,0.0538011
27:47.9,0.0547651
27:47.9,0.0544438
27:47.9,0.0563718
27:47.9,0.0557291
27:47.9,0.0582998
27:47.9,0.0592638
27:47.9,0.0599065
27:47.9,0.0595852
27:47.9,0.0608705
27:47.9,0.0599065
27:47.9,0.0615132
27:47.9,0.0608705
27:47.9,0.0618345
27:47.9,0.0608705
27:47.9,0.0611919
27:47.9,0.0595852
27:47.9,0.0615132
27:47.9,0.0602278
27:47.9,0.0618345
27:47.9,0.0615132
27:47.9,0.0634412
27:47.9,0.0640839
27:47.9,0.0656906
27:47.9,0.0647266
27:47.9,0.0660119
27:47.9,0.0647266
27:47.9,0.0653692
27:47.9,0.0637626
27:47.9,0.0650479
27:47.9,0.0647266
27:47.9,0.0653692
27:47.9,0.0644052
27:47.9,0.0656906
27:47.9,0.0653692
27:47.9,0.0666546
27:47.9,0.0660119
27:47.9,0.0669759
27:47.9,0.0669759
27:47.9,0.0679399
27:47.9,0.0669759
27:47.9,0.0679399
27:47.9,0.0669759
27:47.9,0.0672973
27:47.9,0.0669759
27:47.9,0.0679399
27:47.9,0.0663333
27:47.9,0.0669759
27:47.9,0.0663333
27:47.9,0.0685826
27:47.9,0.0682613
27:47.9,0.0692253
27:47.9,0.0682613
27:47.9,0.0695466
27:47.9,0.0682613
27:47.9,0.0695466
27:47.9,0.0676186
27:47.9,0.0669759
27:47.9,0.0650479
27:47.9,0.0656906
27:47.9,0.0637626
27:47.9,0.0644052
27:47.9,0.0631199
27:47.9,0.0640839
27:47.9,0.0627985
27:47.9,0.0634412
27:47.9,0.0618345
27:47.9,0.0640839
27:47.9,0.0621559
27:47.9,0.0631199
27:47.9,0.0618345
27:47.9,0.0621559
27:47.9,0.0605492
27:47.9,0.0618345
27:47.9,0.0602278
27:47.9,0.0592638
27:47.9,0.0576571
27:47.9,0.0582998
27:47.9,0.0566931
27:47.9,0.0586212
27:47.9,0.0576571
27:47.9,0.0586212
27:47.9,0.0576571
27:47.9,0.0582998
27:47.9,0.0570145
27:47.9,0.0586212
27:47.9,0.0573358
27:47.9,0.0579785
27:47.9,0.0557291
27:47.9,0.0544438
27:47.9,0.0515517
27:47.9,0.0512304
27:47.9,0.048017
27:47.9,0.0483383
27:47.9,0.0473743
27:47.9,0.0476957
27:47.9,0.0464103
27:47.9,0.048017
27:47.9,0.0467317
27:47.9,0.047053
27:47.9,0.0467317
27:47.9,0.0483383
27:47.9,0.047053
27:47.9,0.0483383
27:47.9,0.0473743
27:47.9,0.0476957
27:47.9,0.046089
27:47.9,0.0476957
27:47.9,0.0464103
27:47.9,0.0473743
27:47.9,0.0467317
27:47.9,0.048017
27:47.9,0.0464103
27:47.9,0.0476957
27:47.9,0.0464103
27:47.9,0.0473743
27:47.9,0.0457676
27:47.9,0.047053
27:47.9,0.0444823
27:47.9,0.0464103
27:47.9,0.0448036
27:47.9,0.0467317
27:47.9,0.0454463
27:47.9,0.0464103
27:47.9,0.045125
27:47.9,0.0476957
27:47.9,0.0467317
27:47.9,0.047053
27:47.9,0.0464103
27:47.9,0.0493024
27:47.9,0.0486597
27:47.9,0.049945
27:47.9,0.0486597
27:47.9,0.0505877
27:47.9,0.048981
27:47.9,0.050909
27:47.9,0.0496237
27:47.9,0.0505877
27:47.9,0.0496237
27:47.9,0.0515517
27:47.9,0.050909
27:47.9,0.0518731
27:47.9,0.049945
27:47.9,0.0505877
27:47.9,0.0502664
27:47.9,0.0518731
27:47.9,0.0502664
27:47.9,0.050909
27:47.9,0.049945
27:47.9,0.0521944
27:47.9,0.050909
27:47.9,0.0502664
27:47.9,0.048017
27:47.9,0.0483383
27:47.9,0.0473743
27:47.9,0.048981
27:47.9,0.0476957
27:47.9,0.0496237
27:47.9,0.048017
27:47.9,0.0493024
27:47.9,0.048017
27:47.9,0.0493024
27:47.9,0.0476957
27:47.9,0.048981
27:47.9,0.0476957
27:47.9,0.049945
27:47.9,0.0493024
27:47.9,0.050909
27:47.9,0.049945
27:47.9,0.0515517
27:47.9,0.0505877
27:47.9,0.0521944
27:47.9,0.050909
27:47.9,0.0521944
27:47.9,0.049945
27:47.9,0.0518731
27:47.9,0.0505877
27:47.9,0.0518731
27:47.9,0.049945
27:47.9,0.0515517
27:47.9,0.0502664
27:47.9,0.0518731
27:47.9,0.0505877
27:47.9,0.0515517
27:47.9,0.0496237
27:47.9,0.0512304
27:47.9,0.0502664
27:47.9,0.0515517
27:47.9,0.049945
27:47.9,0.049945
27:47.9,0.047053
27:47.9,0.0486597
27:47.9,0.047053
27:47.9,0.0467317
27:47.9,0.0438396
27:47.9,0.0454463
27:47.9,0.0435183
27:47.9,0.0448036
27:47.9,0.0428756
27:47.9,0.0448036
27:47.9,0.0435183
27:47.9,0.045125
27:47.9,0.0438396
27:47.9,0.0454463
27:47.9,0.0444823
27:47.9,0.0457676
27:47.9,0.0444823
27:47.9,0.0454463
27:47.9,0.044161
27:47.9,0.0454463
27:47.9,0.044161
27:47.9,0.0457676
27:47.9,0.044161
27:47.9,0.046089
27:47.9,0.045125
27:47.9,0.0464103
27:47.9,0.044161
27:47.9,0.0454463
27:47.9,0.0431969
27:47.9,0.0448036
27:47.9,0.0435183
27:47.9,0.0457676
27:47.9,0.0435183
27:47.9,0.045125
27:47.9,0.0438396
27:47.9,0.0464103
27:47.9,0.045125
27:47.9,0.047053
27:47.9,0.0464103
27:47.9,0.048981
27:47.9,0.048017
27:47.9,0.0496237
27:47.9,0.0476957
27:47.9,0.048981
27:47.9,0.047053
27:47.9,0.0486597
27:47.9,0.0467317
27:47.9,0.0486597
27:47.9,0.047053
27:47.9,0.0483383
27:47.9,0.0476957
27:47.9,0.048981
27:47.9,0.047053
27:47.9,0.0493024
27:47.9,0.048017
27:47.9,0.0502664
27:47.9,0.048981
27:47.9,0.0512304
27:47.9,0.049945
27:47.9,0.050909
27:47.9,0.0496237
27:47.9,0.0515517
27:47.9,0.049945
27:47.9,0.0531584
27:47.9,0.0521944
27:47.9,0.0538011
27:47.9,0.0521944
27:47.9,0.0534797
27:47.9,0.0525157
27:47.9,0.0550864
27:47.9,0.0538011
27:47.9,0.0554078
27:47.9,0.0541224
27:47.9,0.0554078
27:47.9,0.0544438
27:47.9,0.0557291
27:47.9,0.0544438
27:47.9,0.0563718
27:47.9,0.0541224
27:47.9,0.0547651
27:47.9,0.0528371
27:47.9,0.0550864
27:47.9,0.0528371
27:47.9,0.0554078
27:47.9,0.0538011
27:47.9,0.0557291
27:47.9,0.0544438
27:47.9,0.0563718
27:47.9,0.0541224
27:47.9,0.0566931
27:47.9,0.0547651
27:47.9,0.0563718
27:47.9,0.0541224
27:47.9,0.0563718
27:47.9,0.0554078
27:47.9,0.0557291
27:47.9,0.0541224
27:47.9,0.0560504
27:47.9,0.0544438
27:47.9,0.0566931
27:47.9,0.0547651
27:47.9,0.0579785
27:47.9,0.0573358
27:47.9,0.0586212
27:47.9,0.0566931
27:47.9,0.0589425
27:47.9,0.0566931
27:47.9,0.0573358
27:47.9,0.0547651
27:47.9,0.0563718
27:47.9,0.0541224
27:47.9,0.0557291
27:47.9,0.0538011
27:47.9,0.0557291
27:47.9,0.0544438
27:47.9,0.0563718
27:47.9,0.0544438
27:47.9,0.0563718
27:47.9,0.0538011
27:47.9,0.0560504
27:47.9,0.0531584
27:47.9,0.0538011
27:47.9,0.0512304
27:47.9,0.0525157
27:47.9,0.0502664
27:47.9,0.0518731
27:47.9,0.0505877
27:47.9,0.0521944
27:47.9,0.0502664
27:47.9,0.0525157
27:47.9,0.0502664
27:47.9,0.0521944
27:47.9,0.049945
27:47.9,0.0518731
27:47.9,0.049945
27:47.9,0.0505877
27:47.9,0.048017
27:47.9,0.050909
27:47.9,0.048981
27:47.9,0.0496237
27:47.9,0.0476957
27:47.9,0.049945
27:47.9,0.048017
27:47.9,0.0493024
27:47.9,0.047053
27:47.9,0.0496237
27:47.9,0.0476957
27:47.9,0.0486597
27:47.9,0.046089
27:47.9,0.0473743
27:47.9,0.0454463
27:47.9,0.0473743
27:47.9,0.046089
27:47.9,0.0476957
27:47.9,0.0457676
27:47.9,0.047053
27:47.9,0.045125
27:47.9,0.0473743
27:47.9,0.0454463
27:47.9,0.0476957
27:47.9,0.0467317
27:47.9,0.0483383
27:47.9,0.0454463
27:47.9,0.0473743
27:47.9,0.0448036
27:47.9,0.047053
27:47.9,0.0448036
27:47.9,0.0473743
27:47.9,0.0457676
27:47.9,0.0476957
27:47.9,0.045125
27:47.9,0.047053
27:47.9,0.045125
27:47.9,0.0473743
27:47.9,0.0444823
27:47.9,0.0473743
27:47.9,0.0457676
27:47.9,0.0476957
27:47.9,0.0457676
27:47.9,0.0476957
27:47.9,0.0464103
27:47.9,0.0496237
27:47.9,0.048981
27:47.9,0.0515517
27:47.9,0.0493024
27:47.9,0.0512304
27:47.9,0.0486597
27:47.9,0.0518731
27:47.9,0.0496237
27:47.9,0.0525157
27:47.9,0.0505877
27:47.9,0.0528371
27:47.9,0.0505877
27:47.9,0.0512304
27:47.9,0.048017
27:47.9,0.0502664
27:47.9,0.0473743
27:47.9,0.050909
27:47.9,0.0493024
27:47.9,0.0515517
27:47.9,0.0505877
27:47.9,0.0531584
27:47.9,0.0515517
27:47.9,0.0534797
27:47.9,0.0515517
27:47.9,0.0538011
27:47.9,0.0515517
27:47.9,0.0538011
27:47.9,0.0515517
27:47.9,0.0541224
27:47.9,0.0515517
27:47.9,0.0534797
27:47.9,0.0515517
27:47.9,0.0541224
27:47.9,0.0518731
27:47.9,0.0544438
27:47.9,0.0525157
27:47.9,0.0554078
27:47.9,0.0534797
27:47.9,0.0557291
27:47.9,0.0541224
27:47.9,0.0560504
27:47.9,0.0534797
27:47.9,0.0557291
27:47.9,0.0531584
27:47.9,0.0547651
27:47.9,0.0525157
27:47.9,0.0541224
27:47.9,0.0515517
27:47.9,0.0541224
27:47.9,0.0521944
27:47.9,0.0541224
27:47.9,0.0518731
27:47.9,0.0544438
27:47.9,0.0521944
27:47.9,0.0544438
27:47.9,0.0525157
27:47.9,0.0550864
27:47.9,0.0528371
27:47.9,0.0547651
27:47.9,0.0521944
27:47.9,0.0550864
27:47.9,0.0521944
27:47.9,0.0547651
27:47.9,0.0521944
27:47.9,0.0550864
27:47.9,0.0525157
27:47.9,0.0544438
27:47.9,0.0528371
27:47.9,0.0554078
27:47.9,0.0521944
27:47.9,0.0541224
27:47.9,0.050909
27:47.9,0.0525157
27:47.9,0.0486597
27:47.9,0.050909
27:47.9,0.048981
27:47.9,0.0512304
27:47.9,0.048981
27:47.9,0.0518731
27:47.9,0.0493024
27:47.9,0.0515517
27:47.9,0.048981
27:47.9,0.0515517
27:47.9,0.0486597
27:47.9,0.050909
27:47.9,0.047053
27:47.9,0.0493024
27:47.9,0.0464103
27:47.9,0.048981
27:47.9,0.0467317
27:47.9,0.048981
27:47.9,0.0467317
27:47.9,0.048981
27:47.9,0.0467317
27:47.9,0.0483383
27:47.9,0.045125
27:47.9,0.048017
27:47.9,0.046089
27:47.9,0.0496237
27:47.9,0.048017
27:47.9,0.049945
27:47.9,0.048017
27:47.9,0.0496237
27:47.9,0.0467317
27:47.9,0.048981
27:47.9,0.0457676
27:47.9,0.0476957
27:47.9,0.045125
27:47.9,0.0483383
27:47.9,0.0454463
27:47.9,0.0476957
27:47.9,0.0457676
27:47.9,0.0493024
27:47.9,0.0483383
27:47.9,0.0512304
27:47.9,0.0486597
27:47.9,0.0515517
27:47.9,0.0493024
27:47.9,0.0515517
27:47.9,0.0486597
27:47.9,0.050909
27:47.9,0.0486597
27:47.9,0.0518731
27:47.9,0.048981
27:47.9,0.050909
27:47.9,0.0493024
27:47.9,0.0518731
27:47.9,0.0502664
27:47.9,0.0531584
27:47.9,0.0515517
27:47.9,0.0550864
27:47.9,0.0525157
27:47.9,0.0544438
27:47.9,0.0528371
27:47.9,0.0554078
27:47.9,0.0525157
27:47.9,0.0554078
27:47.9,0.0538011
27:47.9,0.0557291
27:47.9,0.0534797
27:47.9,0.0566931
27:47.9,0.0528371
27:47.9,0.0544438
27:47.9,0.0512304
27:47.9,0.0538011
27:47.9,0.0515517
27:47.9,0.0534797
27:47.9,0.0515517
27:47.9,0.0534797
27:47.9,0.0512304
27:47.9,0.0534797
27:47.9,0.0518731
27:47.9,0.0541224
27:47.9,0.0521944
27:47.9,0.0544438
27:47.9,0.0515517
27:47.9,0.0544438
27:47.9,0.0521944
27:47.9,0.0528371
27:47.9,0.050909
27:47.9,0.0521944
27:47.9,0.0502664
27:47.9,0.0515517
27:47.9,0.0493024
27:47.9,0.050909
27:47.9,0.0496237
27:47.9,0.0512304
27:47.9,0.0493024
27:47.9,0.0505877
27:47.9,0.0493024
27:47.9,0.050909
27:47.9,0.0493024
27:47.9,0.049945
27:47.9,0.048981
27:47.9,0.050909
27:47.9,0.0493024
27:47.9,0.0483383
27:47.9,0.0464103
27:47.9,0.0483383
27:47.9,0.0473743
27:47.9,0.0493024
27:47.9,0.0486597
27:47.9,0.048981
27:47.9,0.048981
27:47.9,0.048017
27:47.9,0.0483383
27:47.9,0.0483383
27:47.9,0.0486597
27:47.9,0.0483383
27:47.9,0.048017
27:47.9,0.0476957
27:47.9,0.0464103
27:47.9,0.0464103
27:47.9,0.0464103
27:47.9,0.046089
27:47.9,0.0457676
27:47.9,0.045125
27:47.9,0.0448036
27:47.9,0.044161
27:47.9,0.0435183
27:47.9,0.0431969
27:47.9,0.0431969
27:47.9,0.0435183
27:47.9,0.0438396
27:47.9,0.0438396
27:47.9,0.0428756
27:47.9,0.0435183
27:47.9,0.0438396
27:47.9,0.044161
27:47.9,0.0438396
27:47.9,0.0438396
27:47.9,0.0454463
27:47.9,0.045125
27:47.9,0.045125
27:47.9,0.0444823
27:47.9,0.0438396
27:47.9,0.0438396
27:47.9,0.0444823
27:47.9,0.0448036
27:47.9,0.0444823
27:47.9,0.0435183
27:47.9,0.0435183
27:47.9,0.0438396
27:47.9,0.044161
27:47.9,0.0444823
27:47.9,0.045125
27:47.9,0.0457676
27:47.9,0.0464103
27:47.9,0.0464103
27:47.9,0.047053
27:47.9,0.0467317
27:47.9,0.047053
27:47.9,0.0464103
27:47.9,0.0467317
27:47.9,0.046089
27:47.9,0.045125
27:47.9,0.0457676
27:47.9,0.0467317
27:47.9,0.0457676
27:47.9,0.0464103
27:47.9,0.0467317
27:47.9,0.0473743
27:47.9,0.0473743
27:47.9,0.0486597
27:47.9,0.0493024
27:47.9,0.0496237
27:47.9,0.0493024
27:47.9,0.0493024
27:47.9,0.0496237
27:47.9,0.048981
27:47.9,0.0483383
27:47.9,0.047053
27:47.9,0.0476957
27:47.9,0.0476957
27:47.9,0.0473743
27:47.9,0.048017
27:47.9,0.048017
27:47.9,0.0486597
27:47.9,0.0486597
27:47.9,0.0493024
27:47.9,0.0496237
27:47.9,0.048981
27:47.9,0.0493024
27:47.9,0.0496237
27:47.9,0.048981
27:47.9,0.0493024
27:47.9,0.048981
27:47.9,0.0486597
27:47.9,0.048981
27:47.9,0.0493024
27:47.9,0.0493024
27:47.9,0.049945
27:47.9,0.0502664
27:47.9,0.0505877
27:47.9,0.0512304
27:47.9,0.0521944
27:47.9,0.0518731
27:47.9,0.0515517
27:47.9,0.0518731
27:47.9,0.0528371
27:47.9,0.0528371
27:47.9,0.0531584
27:47.9,0.0528371
27:47.9,0.0528371
27:47.9,0.0525157
27:47.9,0.0528371
27:47.9,0.0525157
27:47.9,0.0525157
27:47.9,0.0531584
27:47.9,0.0538011
27:47.9,0.0528371
27:47.9,0.0528371
27:47.9,0.0521944
27:47.9,0.0528371
27:47.9,0.050909
27:47.9,0.0496237
27:47.9,0.0496237
27:47.9,0.049945
27:47.9,0.0467317
27:47.9,0.0457676
27:47.9,0.046089
27:47.9,0.046089
27:47.9,0.0454463
27:47.9,0.0454463
27:47.9,0.0457676
27:47.9,0.0464103
27:47.9,0.0457676
27:47.9,0.0467317
27:47.9,0.0464103
27:47.9,0.0464103
27:47.9,0.046089
27:47.9,0.0464103
27:47.9,0.0448036
27:47.9,0.0438396
27:47.9,0.0428756
27:47.9,0.0425543
27:47.9,0.0428756
27:47.9,0.0428756
27:47.9,0.0412689
27:47.9,0.0419116
27:47.9,0.0415902
27:47.9,0.0425543
27:47.9,0.0425543
27:47.9,0.0425543
27:47.9,0.0428756
27:47.9,0.0431969
27:47.9,0.0428756
27:47.9,0.0431969
27:47.9,0.0422329
27:47.9,0.0425543
27:47.9,0.0425543
27:47.9,0.0431969
27:47.9,0.0419116
27:47.9,0.0425543
27:47.9,0.0425543
27:47.9,0.0428756
27:47.9,0.0431969
27:47.9,0.0438396
27:47.9,0.0428756
27:47.9,0.0435183
27:47.9,0.0435183
27:47.9,0.044161
27:47.9,0.0431969
27:47.9,0.0435183
27:47.9,0.0438396
27:47.9,0.044161
27:47.9,0.0435183
27:47.9,0.044161
27:47.9,0.0431969
27:47.9,0.0431969
27:47.9,0.0431969
27:47.9,0.0431969
27:47.9,0.0438396
27:47.9,0.0444823
27:47.9,0.0448036
27:47.9,0.046089
27:47.9,0.0457676
27:47.9,0.046089
27:47.9,0.0457676
27:47.9,0.0464103
27:47.9,0.046089
27:47.9,0.047053
27:47.9,0.0464103
27:47.9,0.047053
27:47.9,0.0464103
27:47.9,0.0457676
27:47.9,0.0464103
27:47.9,0.0473743
27:47.9,0.047053
27:47.9,0.048017
27:47.9,0.048017
27:47.9,0.0496237
27:47.9,0.048981
27:47.9,0.0496237
27:47.9,0.0493024
27:47.9,0.0505877
27:47.9,0.0496237
27:47.9,0.0505877
27:47.9,0.0502664
27:47.9,0.0505877
27:47.9,0.050909
27:47.9,0.0515517
27:47.9,0.050909
27:47.9,0.0512304
27:47.9,0.0505877
27:47.9,0.050909
27:47.9,0.0515517
27:47.9,0.0518731
27:47.9,0.0515517
27:47.9,0.0528371
27:47.9,0.0525157
27:47.9,0.0531584
27:47.9,0.0528371
27:47.9,0.0534797
27:47.9,0.0521944
27:47.9,0.0531584
27:47.9,0.0531584
27:47.9,0.0538011
27:47.9,0.0534797
27:47.9,0.0541224
27:47.9,0.0538011
27:47.9,0.0550864
27:47.9,0.0541224
27:47.9,0.0550864
27:47.9,0.0544438
27:47.9,0.0557291
27:47.9,0.0550864
27:47.9,0.0550864
27:47.9,0.0560504
27:47.9,0.0554078
27:47.9,0.0557291
27:47.9,0.0563718
27:47.9,0.0541224
27:47.9,0.0531584
27:47.9,0.0528371
27:47.9,0.0531584
27:47.9,0.0515517
27:47.9,0.0512304
27:47.9,0.0505877
27:47.9,0.0505877
27:47.9,0.0505877
27:47.9,0.0512304
27:47.9,0.0515517
27:47.9,0.0518731
27:47.9,0.050909
27:47.9,0.0515517
27:47.9,0.0496237
27:47.9,0.0518731
27:47.9,0.0521944
27:47.9,0.0531584
27:47.9,0.0512304
27:47.9,0.0493024
27:47.9,0.0502664
27:47.9,0.050909
27:47.9,0.050909
27:47.9,0.0525157
27:47.9,0.0521944
27:47.9,0.0531584
27:47.9,0.0521944
27:47.9,0.0528371
27:47.9,0.0518731
27:47.9,0.0528371
27:47.9,0.0521944
27:47.9,0.0518731
27:47.9,0.0512304
27:47.9,0.0525157
27:47.9,0.0515517
27:47.9,0.0521944
27:47.9,0.0515517
27:47.9,0.0525157
27:47.9,0.0528371
27:47.9,0.0531584
27:47.9,0.0528371
27:47.9,0.0541224
27:47.9,0.0528371
27:47.9,0.0531584
27:47.9,0.0531584
27:47.9,0.0538011
27:47.9,0.0531584
27:47.9,0.0544438
27:47.9,0.0534797
27:47.9,0.0544438
27:47.9,0.0538011
27:47.9,0.0544438
27:47.9,0.0534797
27:47.9,0.0541224
27:47.9,0.0550864
27:47.9,0.0566931
27:47.9,0.0557291
27:47.9,0.0563718
27:47.9,0.0550864
27:47.9,0.0554078
27:47.9,0.0534797
27:47.9,0.0541224
27:47.9,0.0528371
27:47.9,0.0538011
27:47.9,0.0528371
27:47.9,0.0538011
27:47.9,0.0531584
27:47.9,0.0541224
27:47.9,0.0547651
27:47.9,0.0570145
27:47.9,0.0563718
27:47.9,0.0579785
27:47.9,0.0573358
27:47.9,0.0579785
27:47.9,0.0576571
27:47.9,0.0586212
27:47.9,0.0570145
27:47.9,0.0576571
27:47.9,0.0573358
27:47.9,0.0586212
27:47.9,0.0576571
27:47.9,0.0582998
27:47.9,0.0576571
27:47.9,0.0576571
27:47.9,0.0570145
27:47.9,0.0579785
27:47.9,0.0570145
27:47.9,0.0579785
27:47.9,0.0563718
27:47.9,0.0576571
27:47.9,0.0576571
27:47.9,0.0582998
27:47.9,0.0573358
27:47.9,0.0586212
27:47.9,0.0582998
27:47.9,0.0589425
27:47.9,0.0586212
27:47.9,0.0595852
27:47.9,0.0582998
27:47.9,0.0592638
27:47.9,0.0579785
27:47.9,0.0599065
27:47.9,0.0586212
27:47.9,0.0589425
27:47.9,0.0582998
27:47.9,0.0595852
27:47.9,0.0589425
27:47.9,0.0599065
27:47.9,0.0576571
27:47.9,0.0573358
27:47.9,0.0563718
27:47.9,0.0570145
27:47.9,0.0563718
27:47.9,0.0576571
27:47.9,0.0570145
27:47.9,0.0582998
27:47.9,0.0586212
27:47.9,0.0595852
27:47.9,0.0579785
27:47.9,0.0582998
27:47.9,0.0570145
27:47.9,0.0592638
27:47.9,0.0563718
27:47.9,0.0557291
27:47.9,0.0554078
27:47.9,0.0566931
27:47.9,0.0557291
27:47.9,0.0566931
27:47.9,0.0557291
27:47.9,0.0566931
27:47.9,0.0557291
27:47.9,0.0573358
27:47.9,0.0557291
27:47.9,0.0563718
27:47.9,0.0557291
27:47.9,0.0570145
27:47.9,0.0554078
27:47.9,0.0570145
27:47.9,0.0563718
27:47.9,0.0566931
27:47.9,0.0560504
27:47.9,0.0570145
27:47.9,0.0557291
27:47.9,0.0570145
27:47.9,0.0557291
27:47.9,0.0570145
27:47.9,0.0566931
27:47.9,0.0576571
27:47.9,0.0560504
27:47.9,0.0573358
27:47.9,0.0554078
27:47.9,0.0557291
27:47.9,0.0557291
27:47.9,0.0560504
27:47.9,0.0541224
27:47.9,0.0544438
27:47.9,0.0534797
27:47.9,0.0547651
27:47.9,0.0528371
27:47.9,0.0538011
27:47.9,0.0534797
27:47.9,0.0541224
27:47.9,0.0531584
27:47.9,0.0538011
27:47.9,0.0531584
27:47.9,0.0550864
27:47.9,0.0541224
27:47.9,0.0560504
27:47.9,0.0550864
27:47.9,0.0563718
