时间 - Ic,Voltage [V] - Ic
27:47.9,1.61679
27:47.9,1.6155
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61679
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.6155
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.6155
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61679
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.6155
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61711
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.6155
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.6155
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.6155
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61679
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61679
27:47.9,1.61582
27:47.9,1.61582
27:47.9,1.61582
27:47.9,1.61679
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61582
27:47.9,1.61679
27:47.9,1.6155
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61679
27:47.9,1.61582
27:47.9,1.61679
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.6155
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61711
27:47.9,1.61582
27:47.9,1.61582
27:47.9,1.61582
27:47.9,1.61679
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61679
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.6155
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61582
27:47.9,1.6155
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.6155
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.6155
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.6155
27:47.9,1.61679
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.6155
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.6155
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.6155
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61679
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.6155
27:47.9,1.61647
27:47.9,1.6155
27:47.9,1.61582
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.6155
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.6155
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61518
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61679
27:47.9,1.61647
27:47.9,1.6155
27:47.9,1.61615
27:47.9,1.61518
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.6155
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.6155
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.6155
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61679
27:47.9,1.6155
27:47.9,1.61582
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.6155
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61582
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.6155
27:47.9,1.6155
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.6155
27:47.9,1.61615
27:47.9,1.61518
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.6155
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.6155
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.6155
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.6155
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61679
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.6155
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61582
27:47.9,1.6155
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.6155
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.6155
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61647
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.6155
27:47.9,1.61647
27:47.9,1.6155
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61647
27:47.9,1.61647
27:47.9,1.6155
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61582
27:47.9,1.61582
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.6155
27:47.9,1.61647
27:47.9,1.6155
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.6155
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.6155
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.6155
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61679
27:47.9,1.6155
27:47.9,1.6155
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.6155
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61582
27:47.9,1.6155
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.6155
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61518
27:47.9,1.61679
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61647
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.6155
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.6155
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61679
27:47.9,1.6155
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61679
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.6155
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61679
27:47.9,1.6155
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.6155
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61647
27:47.9,1.6155
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61647
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.6155
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61679
27:47.9,1.61582
27:47.9,1.61679
27:47.9,1.61647
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61647
27:47.9,1.61679
27:47.9,1.61647
27:47.9,1.61711
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.6155
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61711
27:47.9,1.61679
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61647
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61711
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61647
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61679
27:47.9,1.6155
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61647
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61711
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61711
27:47.9,1.61582
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61711
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61679
27:47.9,1.61647
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61679
27:47.9,1.61647
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61647
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61679
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61679
27:47.9,1.61582
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.6155
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61679
27:47.9,1.61582
27:47.9,1.61679
27:47.9,1.61582
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.6155
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61647
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61679
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61711
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61582
27:47.9,1.61582
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61679
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61582
27:47.9,1.61647
27:47.9,1.61647
27:47.9,1.6155
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61647
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61582
27:47.9,1.61615
27:47.9,1.61615
27:47.9,1.61647
27:47.9,1.61615
27:47.9,1.61679
27:47.9,1.61647
27:47.9,1.61679
27:47.9,1.61615
27:47.9,1.61582
27:48.0,1.61582
27:48.0,1.61679
27:48.0,1.61647
27:48.0,1.61679
27:48.0,1.61679
27:48.0,1.61679
27:48.0,1.61615
27:48.0,1.61615
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61679
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61582
27:48.0,1.61647
27:48.0,1.61582
27:48.0,1.61679
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61679
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61582
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61679
27:48.0,1.61647
27:48.0,1.61582
27:48.0,1.61582
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61679
27:48.0,1.61582
27:48.0,1.61647
27:48.0,1.61582
27:48.0,1.61582
27:48.0,1.61615
27:48.0,1.61615
27:48.0,1.61582
27:48.0,1.61647
27:48.0,1.61582
27:48.0,1.61647
27:48.0,1.61582
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61679
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61711
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61615
27:48.0,1.61582
27:48.0,1.61679
27:48.0,1.61647
27:48.0,1.61679
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61582
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61679
27:48.0,1.61615
27:48.0,1.61679
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61582
27:48.0,1.61615
27:48.0,1.61679
27:48.0,1.61582
27:48.0,1.61679
27:48.0,1.61615
27:48.0,1.61582
27:48.0,1.61615
27:48.0,1.61711
27:48.0,1.61615
27:48.0,1.61679
27:48.0,1.61647
27:48.0,1.61679
27:48.0,1.61679
27:48.0,1.61679
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61582
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61679
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61679
27:48.0,1.61615
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61582
27:48.0,1.61679
27:48.0,1.61615
27:48.0,1.61615
27:48.0,1.61582
27:48.0,1.61679
27:48.0,1.61647
27:48.0,1.61679
27:48.0,1.61582
27:48.0,1.61615
27:48.0,1.61582
27:48.0,1.61647
27:48.0,1.61679
27:48.0,1.61679
27:48.0,1.61647
27:48.0,1.61679
27:48.0,1.61582
27:48.0,1.61582
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61711
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61615
27:48.0,1.61615
27:48.0,1.61679
27:48.0,1.61679
27:48.0,1.61679
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61615
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61582
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61679
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61615
27:48.0,1.6155
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61582
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61679
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61711
27:48.0,1.61615
27:48.0,1.61679
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61582
27:48.0,1.61679
27:48.0,1.61582
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61582
27:48.0,1.61711
27:48.0,1.61647
27:48.0,1.61679
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61679
27:48.0,1.61615
27:48.0,1.61679
27:48.0,1.61647
27:48.0,1.61679
27:48.0,1.61582
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61743
27:48.0,1.61615
27:48.0,1.61679
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61679
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61615
27:48.0,1.61679
27:48.0,1.61615
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61615
27:48.0,1.61615
27:48.0,1.61615
27:48.0,1.61679
27:48.0,1.61582
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61679
27:48.0,1.61647
27:48.0,1.61679
27:48.0,1.61647
27:48.0,1.61679
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61582
27:48.0,1.61711
27:48.0,1.61615
27:48.0,1.61615
27:48.0,1.61582
27:48.0,1.61615
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61582
27:48.0,1.61647
27:48.0,1.61582
27:48.0,1.61647
27:48.0,1.61582
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61582
27:48.0,1.61615
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61582
27:48.0,1.61647
27:48.0,1.61582
27:48.0,1.61647
27:48.0,1.61582
27:48.0,1.61615
27:48.0,1.61615
27:48.0,1.61711
27:48.0,1.61582
27:48.0,1.61615
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61582
27:48.0,1.61647
27:48.0,1.61582
27:48.0,1.61647
27:48.0,1.61582
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61615
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61679
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61679
27:48.0,1.61582
27:48.0,1.61615
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.6155
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61615
27:48.0,1.61615
27:48.0,1.61582
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61615
27:48.0,1.6155
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61679
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61582
27:48.0,1.61615
27:48.0,1.61615
27:48.0,1.61743
27:48.0,1.61582
27:48.0,1.61615
27:48.0,1.61582
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61582
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61679
27:48.0,1.61582
27:48.0,1.61711
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61582
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61679
27:48.0,1.61582
27:48.0,1.61647
27:48.0,1.61582
27:48.0,1.61647
27:48.0,1.61582
27:48.0,1.61679
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61615
27:48.0,1.61679
27:48.0,1.61615
27:48.0,1.61615
27:48.0,1.61582
27:48.0,1.61711
27:48.0,1.61615
27:48.0,1.61679
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61582
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61647
27:48.0,1.61679
27:48.0,1.61647
27:48.0,1.61679
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.6155
27:48.0,1.61615
27:48.0,1.61615
27:48.0,1.61679
27:48.0,1.61615
27:48.0,1.61647
27:48.0,1.61582
27:48.0,1.61615
